RNA	RNA_class	miRBase_Last_Version	miRBase_accession	miRBase_family	circRNA_accession	organism	exRNA_type	sample	disease_or_cell_line	PubMed_ID	method	description
	miRNA	hsa-miR-191-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-18a-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-182-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-15b-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-150-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-146a-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-144-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-142-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-139-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-126-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-1228-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-miR-100-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7c-5p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
	miRNA	hsa-let-7b-3p				Homo sapiens	exosome	Series9_NHBE_IAV	Sepsis-ARDS	34956213 (SA)		
